web-scraper-order,web-scraper-start-url,card-src
"1729506384-14","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044588_P_SUTORINDA.jpg"
"1729506384-15","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044589_P_PAMO.jpg"
"1729506384-16","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044751_P_PAMO.jpg"
"1729506384-17","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044590_P_PAMOTTO.jpg"
"1729506384-18","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044752_P_PAMOTTO.jpg"
"1729506384-19","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044591_P_PAMOTTO.jpg"
"1729506384-20","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044592_P_KAIDEN.jpg"
"1729506384-21","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044753_P_KAIDEN.jpg"
"1729506384-22","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044593_P_TAIKAIDEN.jpg"
"1729506384-23","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044754_P_TAIKAIDEN.jpg"
"1729506384-24","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044594_P_MIRAIDONEX.jpg"
"1729506384-25","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044595_P_PUKURIN.jpg"
"1729506384-26","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044596_P_KESHII.jpg"
"1729506384-27","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044755_P_KESHII.jpg"
"1729506384-28","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044597_P_YUNGERA.jpg"
"1729506384-29","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044756_P_YUNGERA.jpg"
"1729506384-30","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044598_P_FUDEINEX.jpg"
"1729506384-31","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044599_P_MIXYUUEX.jpg"
"1729506384-32","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044600_P_PII.jpg"
"1729506384-33","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044757_P_PII.jpg"
"1729506384-34","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044601_P_NEITEI.jpg"
"1729506384-35","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044758_P_NEITEI.jpg"
"1729506384-36","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044602_P_NEITEIO.jpg"
"1729506384-37","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044759_P_NEITEIO.jpg"
"1729506384-38","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044603_P_RARUTOSU.jpg"
"1729506384-39","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=25","/assets/images/card_images/large/SV4a/044760_P_RARUTOSU.jpg"
"1729506404-40","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044732_P_ACHIGETA.jpg"
"1729506404-41","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044555_P_RAUDOBONEX.jpg"
"1729506404-42","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044556_P_KARUBOU.jpg"
"1729506404-43","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044733_P_KARUBOU.jpg"
"1729506404-44","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044557_P_GURENARUMA.jpg"
"1729506404-45","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044558_P_IYUIEX.jpg"
"1729506404-46","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044559_P_YADON.jpg"
"1729506404-47","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044734_P_YADON.jpg"
"1729506404-48","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044560_P_YADORAN.jpg"
"1729506404-49","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044561_P_HITODEMAN.jpg"
"1729506404-50","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044735_P_HITODEMAN.jpg"
"1729506404-51","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044562_P_SUTAMI.jpg"
"1729506404-52","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044563_P_PARUDEAKENTAROSU.jpg"
"1729506404-53","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044736_P_PARUDEAKENTAROSU.jpg"
"1729506404-54","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044564_P_KUWASSU.jpg"
"1729506404-55","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044737_P_KUWASSU.jpg"
"1729506404-56","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044565_P_UERUKAMO.jpg"
"1729506404-57","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044738_P_UERUKAMO.jpg"
"1729506404-58","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044566_P_UENIBARUEX.jpg"
"1729506404-59","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044567_P_UMIDEIGUDA.jpg"
"1729506404-60","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044739_P_UMIDEIGUDA.jpg"
"1729506404-61","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044568_P_UMITORIO.jpg"
"1729506404-62","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044740_P_UMITORIO.jpg"
"1729506404-63","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044569_P_NAMIIRUKA.jpg"
"1729506404-64","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044741_P_NAMIIRUKA.jpg"
"1729506404-65","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044570_P_IRUKAMAN.jpg"
"1729506404-66","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044571_P_MIGARUSA.jpg"
"1729506404-67","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044572_P_HEIRASSHIXYA.jpg"
"1729506404-68","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044573_P_SHIXYARITATSU.jpg"
"1729506404-69","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044742_P_SHIXYARITATSU.jpg"
"1729506404-70","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044574_P_SEBIE.jpg"
"1729506404-71","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044743_P_SEBIE.jpg"
"1729506404-72","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044575_P_SEGORU.jpg"
"1729506404-73","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044744_P_SEGORU.jpg"
"1729506404-74","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044576_P_SEGUREIBU.jpg"
"1729506404-75","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044577_P_PAOJIANEX.jpg"
"1729506404-76","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044578_P_PIKACHIXYUU.jpg"
"1729506404-77","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044745_P_PIKACHIXYUU.jpg"
"1729506404-78","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=24","/assets/images/card_images/large/SV4a/044579_P_RAICHIXYUU.jpg"
"1729506424-79","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044718_P_POPOKKO.jpg"
"1729506424-80","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044530_P_WATAKKO.jpg"
"1729506424-81","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044531_P_KUNUGIDAMA.jpg"
"1729506424-82","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044719_P_KUNUGIDAMA.jpg"
"1729506424-83","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044532_P_FUORETOSUEX.jpg"
"1729506424-84","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044533_P_YUKIKABURI.jpg"
"1729506424-85","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044720_P_YUKIKABURI.jpg"
"1729506424-86","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044534_P_YUKINOO.jpg"
"1729506424-87","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044535_P_NIXYAOHA.jpg"
"1729506424-88","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044721_P_NIXYAOHA.jpg"
"1729506424-89","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044536_P_NIXYAROTE.jpg"
"1729506424-90","https://www.pokemon-card.com/card-search/index.php?keyword=&se_ta=pokemon&regulation_sidebar_form=all&sc_hp_s=&sc_hp_e=&sc_run_away_s=0&sc_run_away_e=&pg=&illust=&sm_and_keyword=true&page=23","/assets/images/card_images/large/SV4a/044722_P_NIXYAROTE.jpg"
